Date,Regime,Payout_bps,Cost_bps,Net_bps,VIX,SPY_Return
2022-08-31,EARLY_DD_UNCERTAINTY,0.0,0.14414068063209798,-0.14414068063209798,25.8700008392334,-0.007608949150361477
2022-09-01,EARLY_DD_UNCERTAINTY,0.0,0.14385903574463813,-0.14385903574463813,25.559999465942383,0.003137822794575529
2022-09-02,EARLY_DD_UNCERTAINTY,15.663984941740438,0.14147662918966483,15.522508312550771,25.469999313354492,-0.010544554943344275
2022-09-06,EARLY_DD_UNCERTAINTY,0.0,0.1439535143551661,-0.1439535143551661,26.90999984741211,-0.0037731021269359344
2022-09-07,EARLY_DD_UNCERTAINTY,0.0,0.13968204283768318,-0.13968204283768318,24.639999389648438,0.0179649129823376
2022-09-08,EARLY_DD_UNCERTAINTY,0.0,0.14030896362569736,-0.14030896362569736,23.610000610351562,0.006536448119001115
2022-09-09,EARLY_DD_UNCERTAINTY,0.0,0.13976600291075686,-0.13976600291075686,22.790000915527344,0.015534938995620307
2022-09-26,EARLY_DD_UNCERTAINTY,0.0,0.146186434924867,-0.146186434924867,32.2599983215332,-0.009892879292120127
2022-09-27,FAST_SHOCK,7.986122826957172,3.810865066425221,4.1752577605319505,32.599998474121094,-0.002552515129541688
2022-09-28,FAST_SHOCK,0.0,3.733595982332403,-3.733595982332403,30.18000030517578,0.019676410477585282
2022-09-29,RECOVERY_ACCEL,0.0,0.23977960144233976,-0.23977960144233976,31.84000015258789,-0.020889179360676913
2022-09-30,RECOVERY_ACCEL,0.0,0.2390900797508849,-0.2390900797508849,31.6200008392334,-0.015463473894464896
2022-10-03,RECOVERY_ACCEL,0.0,0.22663602106815198,-0.22663602106815198,30.100000381469727,0.026401398731151993
2022-10-04,RECOVERY_ACCEL,0.0,0.22995402405985085,-0.22995402405985085,29.06999969482422,0.030986596746229056
2022-10-10,EARLY_DD_UNCERTAINTY,0.0,0.14596985110165195,-0.14596985110165195,32.45000076293945,-0.007635299023058373
2022-10-11,EARLY_DD_UNCERTAINTY,0.0,0.1445921456593135,-0.1445921456593135,33.630001068115234,-0.006332906344068356
2022-10-12,FAST_SHOCK,10.40893128548251,3.798235898368998,6.610695387113512,33.56999969482422,-0.0032986082013027884
2022-10-13,FAST_SHOCK,0.0,3.8304888222931046,-3.8304888222931046,31.940000534057617,0.026391404823605802
2022-10-14,FAST_SHOCK,94.63835860774098,3.821847411774305,90.81651119596667,32.02000045776367,-0.02278886167587979
2022-10-17,FAST_SHOCK,0.0,3.7850216480271497,-3.7850216480271497,31.3700008392334,0.02569692485885633
2022-10-18,FAST_SHOCK,0.0,3.800504765393915,-3.800504765393915,30.5,0.01174954271396711
2022-10-19,FAST_SHOCK,24.10437315429517,3.8630651882652898,20.241307966029883,30.760000228881836,-0.0070864640913413934
2022-10-20,FAST_SHOCK,28.61594684133505,3.8021640467881896,24.813782794546857,29.979999542236328,-0.008385241455747483
2022-10-21,RECOVERY_ACCEL,0.0,0.23233625377128692,-0.23233625377128692,29.690000534057617,0.024301530965640916
2022-10-24,RECOVERY_ACCEL,0.0,0.23835238183949128,-0.23835238183949128,29.850000381469727,0.012236430913169283
2022-10-25,RECOVERY_ACCEL,0.0,0.2356919723158005,-0.2356919723158005,28.459999084472656,0.015968511485322523
2022-10-26,RECOVERY_ACCEL,0.0,0.23521943965509526,-0.23521943965509526,27.280000686645508,-0.007533965941880383
2022-10-27,RECOVERY_ACCEL,0.0,0.23861509075081194,-0.23861509075081194,27.389999389648438,-0.0053401415093670135
2022-10-28,RECOVERY_ACCEL,0.0,0.23986619621333588,-0.23986619621333588,25.75,0.023790722686626742
2022-10-31,RECOVERY_ACCEL,0.0,0.24222733838384447,-0.24222733838384447,25.8799991607666,-0.007223207067537429
2022-11-01,RECOVERY_ACCEL,0.0,0.23462730633831932,-0.23462730633831932,25.809999465942383,-0.004375977484827431
